Ambuja,Born of a Lotus; Goddess Lakshmi,Indian,,,,,
Amita,Limitless,Indian,,,,,
Amithi,Immeasurable,Indian,,,,,
Amiya,Nectar,Indian,,,,,
Amoda,Happiness,Indian,,,,,
Amodini,Happy girl,Indian,,,,,
Amrapali,Famous courtesan who became a devotee of Buddha,Indian,,,,,
Amrita,Immortality,Indian,,,,,
Amritkala,Nectarine art,Indian,,,,,
Amrusha,Sudden,Indian,,,,,
Amshula,Sunny,Indian,,,,,
Amulya,Priceless,Indian,,,,,
Anagha,Sinless,Indian,,,,,
Anahita,Graceful,Indian,,,,,
Anala,Fiery,Indian,,,,,
Anamika,Ring-finger,Indian,,,,,
Anandalakshmi,Goddess of happiness,Indian,,,,,
Anandamayi,Full of joy,Indian,,,,,
Anandi,Jovial,Indian,,,,,
Anandini,Joyful,Indian,,,,,
Anandita,Happy,Indian,,,,,
Anantha,"Anantya endless, eternal",Indian,,,,,
Ananya,Matchless,Indian,,,,,
Anarghya,Priceless,Indian,,,,,
Anasuya,Without spite or envy,Indian,,,,,
Anathi,"Modest, respectful",Indian,,,,,
Anavi,One who is kind to people,Indian,,,,,
Anchal,The decorative end of a sari,Indian,,,,,
Anchita,"Honoured, worshipped",Indian,,,,,
Angana,Handsome woman,Indian,,,,,
Angarika,"Flame coloured flower, Palash or Flame of the Forest",Indian,,,,,
Anhithi,"Gift, donation",Indian,,,,,
Anindita,Beautiful,Indian,,,,,
Aninditha,"Virtuous, venerated",Indian,,,,,
Anisha,Continuous,Indian,,,,,
Anita,Grace,Indian,,,,,
Anjali,Offering,Indian,,,,,
Anjalika,One of Arjuna's arrows,Indian,,,,,
Anjana,Mother of Hanuman,Indian,,,,,
Anju,One who lives in heart,Indian,,,,,
Anjushri,Anjushree dear to one's heart,Indian,,,,,
Ankita,"Conquered, a signet, symbol",Indian,,,,,
Ankitha,With auspicious marks,Indian,,,,,
Annapurna,Goddess Parvati; generous with food,Indian,,,,,
Anokhi,Unique,Indian,,,,,
Anshula,Sunny,Indian,,,,,
Antara,The second note in Hindustani classical music,Indian,,,,,
Antini,Living in a hermitage,Indian,,,,,
Anuga,A companion,Indian,,,,,
Anula,"Not wild, gentle",Indian,,,,,
Anulekha,One who follows destiny,Indian,,,,,
Anumati,Consent,Indian,,,,,
Anunitha,Courtesy,Indian,,,,,
Anupama,"Unique, unparalleled",Indian,,,,,
Anuprabha,Brightness,Indian,,,,,
Anuradha,A bright star,Indian,,,,,
Anuragini,Beloved,Indian,,,,,
Anurati,Consent,Indian,,,,,
Anusha,"Beautiful morning, a star",Indian,,,,,
Anushri,Pretty,Indian,,,,,
Anusri,"Glorious, famous",Indian,,,,,
Anuva,Knowldege,Indian,,,,,
Anwesha,Quest,Indian,,,,,
Anya,Inexhaustible,Indian,,,,,
Apala,Most beautiful,Indian,,,,,
Aparajita,Undefeated,Indian,,,,,
Aparijita,Undefeated; name of a flower,Indian,,,,,
Aparna,Goddess Parvati,Indian,,,,,
Apeksha,Expected,Indian,,,,,
Apsara,Celestial maiden,Indian,,,,,
Apurva,Apoorva unique,Indian,,,,,
Aradhana,Worship,Indian,,,,,
Arati,"Hymns sang in praise of god, Aaarti worship",Indian,,,,,
Archa,Worship,Indian,,,,,
Archan,Worship,Indian,,,,,
Archana,Worship,Indian,,,,,
Archisha,A ray of light,Indian,,,,,
Archita,One who is worshipped,Indian,,,,,
Ariktha,Fulfilled,Indian,,,,,
Arpana,Surrendered,Indian,,,,,
Arpita,Dedicate,Indian,,,,,
Arshia,Heavenly,Indian,,,,,
Aruna,Dawn,Indian,,,,,
Arundhathi,Fidelity,Indian,,,,,
Arundhati,A star,Indian,,,,,
Aruni,Dawn,Indian,,,,,
Arunima,Glow of dawn,Indian,,,,,
Arushi,"Dawn, red sky in the early morning",Indian,,,,,
Asavari,Name of a raga or melody,Indian,,,,,
Aseema,Ashima limitless,Indian,,,,,
Asgari,Devotee,Indian,,,,,
Asha,Hope,Indian,,,,,
Ashakiran,Ray of hope,Indian,,,,,
Ashalata,Creeper of hope,Indian,,,,,
Ashavari,Name of a raaga,Indian,,,,,
Ashis,Benediction,Indian,,,,,
Ashna,Friend,Indian,,,,,
Ashoka,Without grief,Indian,,,,,
Ashritha,Dependant,Indian,,,,,
Ashwini,A star; One of the Constallations,Indian,,,,,
Asita,The river Yamuna,Indian,,,,,
Aslesha,A star,Indian,,,,,
Asmita,Pride,Indian,,,,,
Asvika,A little mare,Indian,,,,,
Atasi,A blue flower,Indian,,,,,
Atmaja,Daughter,Indian,,,,,
Atreyi,Name of a river,Indian,,,,,
Avani,Earth,Indian,,,,,
Avanti,Ancient Malwa; Ujjain,Indian,,,,,
Avantika,City of Ujjain,Indian,,,,,
Ayesha,Wife of the Prophet,Indian,,,,,
Ayushmati,One who has a long life,Indian,,,,,
Abinash,Please advise us the meaning of this name.,Indian,,,,,
Aparika,Please advise us the meaning of this name.,Indian,,,,,
Aashirya,Please advise us the meaning of this name.,Indian,,,,,
Anurashri,Please advise us the meaning of this name.,Indian,,,,,
Anvita,Please advise us the meaning of this name.,Indian,,,,,
Avasthika,Please advise us the meaning of this name.,Indian,,,,,
Avtar,Incarnation; embodiment,Indian,,,,,
Anupriya,Beloved.,Indian,,,,,
Ashwani,"Ashwini is the first nakshatra (lunar mansion) of Hindu astrology or in simple words, it is the name of a star.",Indian,,,,,
Annu,Please advise us the meaning of this name.,Indian,,,,,
Anvi,Please advise us the meaning of this name.,Indian,,,,,
Aakxi,Please advise us the meaning of this name.,Indian,,,,,
Arti,Please advise us the meaning of this name.,Indian,,,,,
Alhera,Please advise us the meaning of this name.,Indian,,,,,
Aaravi,Means - Beginning of a new era,Indian,,,,,
Almayesha,Please advise us the meaning of this name.,Indian,,,,,
Afra,Please advise us the meaning of this name.,Indian,,,,,
Aaditya,Please advise us the meaning of this name.,Indian,,,,,
Amyra,Please advise us the meaning of this name.,Indian,,,,,
Areba,Please advise us the meaning of this name.,Indian,,,,,
Arismita,Please advise us the meaning of this name.,Indian,,,,,
Avtarjeet,Please advise us the meaning of this name!,Indian,,,,,
Aisha,Please advise us the meaning of this name!,Indian,,,,,
Aarohi,"A melody, especially one which characterizes a certain piece of music",Indian,,,,,
Ahmala,Please advise us the meaning of this name!,Indian,,,,,
Afsar,Please advise us the meaning of this name.,Indian,,,,,
Amayra,Please advise us the meaning of this name!,Indian,,,,,
Arifa,Please advise us the meaning of this name!,Indian,,,,,
Asra,Please advise us the meaning of this name.,Indian,,,,,
Akulya,Please advise us the meaning of this name.,Indian,,,,,
Aashita,Please advise us the meaning of this name.,Indian,,,,,
Azka,Please advise us the meaning of this name.,Indian,,,,,
Ankay,Sensitive,Indian,,,,,
Anika,Grace; Name of goddess Durga.,Indian,,,,,
Almiza,Please advise us the meaning of this name.,Indian,,,,,
Anshika,"Minute particle, Beautiful.",Indian,,,,,
Aronica,Please advise us the meaning of this name.,Indian,,,,,
Ashita,Please advise us the meaning of this name.,Indian,,,,,
Aleyna,Please advise us the meaning of this name.,Indian,,,,,
Aira,Breath of life,Indian,,,,,
Arshita,Please advise us the meaning of this name.,Indian,,,,,
Adyasha,Please advise us the meaning of this name.,Indian,,,,,
Anushka,Sparkling,Indian,,,,,
Avisha,Please advise us the meaning of this name.,Indian,,,,,
Ayushi,Please advise us the meaning of this name.,Indian,,,,,
Abu Zafar,Please advise us the meaning of this name.,Indian,,,,,
Advaita,"It is a Sanskrit word that means ""real self"" of the individual, ""essence"", and soul",Indian,,,,,
Akshima,"Goddess Durga who is a Hindu warrior goddess - the fierce, twelve-armed, three-eyed form of the wife of Shiva.",Indian,,,,,
Arbita,Please advise us the meaning of this name.,Indian,,,,,
Aanchal,The decorative end of a Sari; Protective shelter,Indian,,,,,
Ajaniya,The victor; Victorious,Indian,,,,,
Akansha,"Of Sanskrit origin, Akansha means ""desire"" or ""want""",Indian,,,,,
Aashni,Aashni,Indian,,,,,
Aarti,Plz comment,Indian,,,,,
Aanya,Limitless,Indian,,,,,
Anshumala,Anshumala,Indian,,,,,
Andrkli,Andrkli,Indian,,,,,
Aliasgar,Alisha,Indian,,,,,
Aditya Chuhan,List,Indian,,,,,
Ahmedabad,Virekta,Indian,,,,,
Angel,She is love i want to give her name that comes from both of us word,Indian,,,,,
Anchna,Anchna name of meaning,Indian,,,,,
,,,,,,,
Bageshri,Name of a raaga,Indian,,,,,
Bakula,Nagakeshar flower,Indian,,,,,
Bala,"An ever 9 year old girl, a young girl",Indian,,,,,
Bandhura,Pretty,Indian,,,,,
Bani,Saraswati,Indian,,,,,
Bhagyalakshmi,Goddess of wealth,Indian,,,,,
Bhairavi,A melody in classical music,Indian,,,,,
Bhanuja,River Yamuna,Indian,,,,,
Bharati,Saraswati,Indian,,,,,
Bhavana,"Feelings, sentiments",Indian,,,,,
Bhavani,Parvati,Indian,,,,,
Bhavya,"Grand, splendid",Indian,,,,,
Bhuvana,The earth,Indian,,,,,
Bina,A musical instrument,Indian,,,,,
Bindiya,"Drop, point",Indian,,,,,
Brinda,Tulasi,Indian,,,,,
Bunilata,Please advise us the meaning of this name.,Indian,,,,,
Beero,Please advise us the meaning of this name.,Indian,,,,,
Buchi,Please advise us the meaning of this name.,Indian,,,,,
Babi,Like a doll,Indian,,,,,
Binal,Please advise us the meaning of this name.,Indian,,,,,
Bhavyanksha,Please advise us the meaning of this name.,Indian,,,,,
Babita,Please advise us the meaning of this name.,Indian,,,,,
Bhashi,Please advise us the meaning of this name.,Indian,,,,,
Binni,Please advise us the meaning of this name.,Indian,,,,,
Banish,Please advise us the meaning of Banish.,Indian,,,,,
Boy,Boy and girl,Indian,,,,,
Bheshita,Parivartan,Indian,,,,,
Bhoomika,Cutie,Indian,,,,,
,,,,,,,
Cauvery,Same as Cavery- name of a river,Indian,,,,,
Chadna,Love,Indian,,,,,
Chahana,"Desire, affection",Indian,,,,,
Chaitali,Born in the month of Chaitra,Indian,,,,,
Chaitaly,Name of an ancient city,Indian,,,,,
Chaitanya,Consciousness; Knowledge,Indian,,,,,
Chakori,A bird enamoured of the moon,Indian,,,,,
Chakrika,Lakshmi,Indian,,,,,
Chameli,A creeper with flowers,Indian,,,,,
Champa,A flower,Indian,,,,,
Champabati,The capital,Indian,,,,,
Champakali,A bud of champa,Indian,,,,,
Champakavathi,Owner of champak trees,Indian,,,,,
Champamalini,Garland of champa flower,Indian,,,,,
Champika,Little champa flower,Indian,,,,,
Chanasya,Delighting,Indian,,,,,
Chanchala,Restless,Indian,,,,,
Chanda,Moon,Indian,,,,,
Chandalini,Glorious,Indian,,,,,
Chandana,Sandal wood,Indian,,,,,
Chandani,A river,Indian,,,,,
Chandanika,Diminutive,Indian,,,,,
Chandika,Diminutive of Chandana,Indian,,,,,
Chandni,Moonlit,Indian,,,,,
Chandrabali,Krishna;s girl-friend,Indian,,,,,
Chandrabhaga,River Chenab,Indian,,,,,
Chandrabindu,Crescent moon,Indian,,,,,
Chandraja,Daughter of the moon,Indian,,,,,
Chandrakala,Moonbeams,Indian,,,,,
Chandraki,Peacock,Indian,,,,,
Chandrakin,A peacock,Indian,,,,,
Chandraleksha,A ray of the moon,Indian,,,,,
Chandramathi,As beautiful as the moon,Indian,,,,,
Chandramukhi,As beautiful as the moon,Indian,,,,,
Chandrani,Wife of the moon,Indian,,,,,
Chandratara,The moon and the stars conjoined,Indian,,,,,
Chandravathi,Lit by the moon,Indian,,,,,
Chandrika,Moonlight,Indian,,,,,
Chandrima,The moon,Indian,,,,,
Changuna,A good woman,Indian,,,,,
Chapala,Restless; lighting,Indian,,,,,
Charita,Good,Indian,,,,,
Charitra,History,Indian,,,,,
Charu,"Beautiful, attractive",Indian,,,,,
Charulata,Beautiful,Indian,,,,,
Charulekha,Beautiful picture,Indian,,,,,
Charumati,Beautiful,Indian,,,,,
Charuprabha,Beautiful,Indian,,,,,
Charusheela,A jewel,Indian,,,,,
Charusila,Beautiful jewel,Indian,,,,,
Charvi,A beautiful woman,Indian,,,,,
Chatura,Clever,Indian,,,,,
Chayana,Moon,Indian,,,,,
Chellam,Pampered,Indian,,,,,
Chetana,Intelligence,Indian,,,,,
Chhabi,Picture,Indian,,,,,
Chhavvi,"Image, radiance",Indian,,,,,
Chhaya,Shadow,Indian,,,,,
Chimayi,Blissful,Indian,,,,,
Chinmayi,Blissful,Indian,,,,,
Chintan,"Chintana, Chintanika mIndianation",Indian,,,,,
Chiti,Love,Indian,,,,,
Chitkala,Knowledge,Indian,,,,,
Chitra,"Picture, a nakshatra",Indian,,,,,
Chitragandha,A fragrant material,Indian,,,,,
Chitralekha,As beautiful as a picture,Indian,,,,,
Chitrali,A row of pictures,Indian,,,,,
Chitramala,Series of pictures,Indian,,,,,
Chitramaya,Worldly illusion,Indian,,,,,
Chitrangada,One of Arjuna's wives,Indian,,,,,
Chitrani,River Ganga,Indian,,,,,
Chitrarathi,With a bright chariot,Indian,,,,,
Chitrarekha,Picture,Indian,,,,,
Chitrita,Picturesque,Indian,,,,,
Chumban,Kiss,Indian,,,,,
Charika,Please advise us the meaning of this name.,Indian,,,,,
Camille,Please advise us the meaning of this name.,Indian,,,,,
Chitranshi,Please advise us the meaning of this name.,Indian,,,,,
Chandrapal,Master of the Moon,Indian,,,,,
Chinju,Rfghjbf,Indian,,,,,
,,,,,,,
Dadhija,Daughter of milk,Indian,,,,,
Daksha,The earth; Sati - wife of Shiva,Indian,,,,,
Dakshakanya,Able daughter,Indian,,,,,
Dakshata,Skill,Indian,,,,,
Dakshayani,Goddess Durga,Indian,,,,,
Dakshina,A donation to god or priest,Indian,,,,,
Dalaja,Produced from petals,Indian,,,,,
Damayanti,Nala's wife,Indian,,,,,
Damini,Lightning,Indian,,,,,
Darika,Maiden,Indian,,,,,
Darpana,A mirror,Indian,,,,,
Darpanika,A small mirror,Indian,,,,,
Darshana,Seeing,Indian,,,,,
Darshini,The one who blesses,Indian,,,,,
Daya,Kindness,Indian,,,,,
Dayamayee,Kind,Indian,,,,,
Dayanita,Tender,Indian,,,,,
Dayita,Beloved,Indian,,,,,
Debanshi,Deva ansh,Indian,,,,,
Deeba,Silk,Indian,,,,,
Deepa,A lamp,Indian,,,,,
Deepabali,Row of lamps,Indian,,,,,
Deepali,Collection of lamps,Indian,,,,,
Deepamala,Row of lamps,Indian,,,,,
Deepana,Illuminating,Indian,,,,,
Deepanwita,Diwali,Indian,,,,,
Deepaprabha,Fully lighted,Indian,,,,,
Deepashikha,Flame,Indian,,,,,
Deepika,A lamp,Indian,,,,,
Deepitha,Illuminated,Indian,,,,,
Deepta,Shining,Indian,,,,,
Deepti,Flame; lustre,Indian,,,,,
Deeptikana,A beam of light,Indian,,,,,
Deeptimoyee,Lustrous,Indian,,,,,
Deshna,Gift,Indian,,,,,
Devahuti,Daughter of Manu,Indian,,,,,
Devak,Divine,Indian,,,,,
Devakanya,Celestial maiden,Indian,,,,,
Devaki,Divine,Indian,,,,,
Devalatha,Divine wine,Indian,,,,,
Devalekha,Celestial beauty,Indian,,,,,
Devamati,"Godly minded, virtuous",Indian,,,,,
Devamayi,Devine illuision,Indian,,,,,
Devangana,Celestial maiden,Indian,,,,,
Devasmitha,With a devine smile,Indian,,,,,
Devasree,Divine beauty,Indian,,,,,
Devika,Minor deity,Indian,,,,,
Devina,Resembling a goddess,Indian,,,,,
Devya,Devine power,Indian,,,,,
Devyani,Daughter of Shukraacharya,Indian,,,,,
Dhanalakshmi,Goddess of wealth,Indian,,,,,
Dhanapriya,Loved by wealth,Indian,,,,,
Dhanashri,A raga,Indian,,,,,
Dhanishta,A star,Indian,,,,,
Dhanya,Great,Indian,,,,,
Dhanyata,"Success, fulfilment",Indian,,,,,
Dhara,Constant flow,Indian,,,,,
Dharani,The earth,Indian,,,,,
Dharini,Earth,Indian,,,,,
Dharitri,The earth,Indian,,,,,
Dhatri,Earth,Indian,,,,,
Dhitha,Daughter,Indian,,,,,
Dhithi,"Thought, idea",Indian,,,,,
Dhriti,"Courage, morale",Indian,,,,,
Dhuthi,"Spleandour, lustre",Indian,,,,,
Diksha,Initiation,Indian,,,,,
Dilber,Lover,Indian,,,,,
Dilshad,Happy,Indian,,,,,
Disha,Direction,Indian,,,,,
Diti,Wife of the sage Kashyap,Indian,,,,,
Divena,Blessing,Indian,,,,,
Divya,Divine lustre,Indian,,,,,
Doyel,A songbrid,Indian,,,,,
Draupadi,Wife of the Pandavas,Indian,,,,,
Dristi,Eyesight,Indian,,,,,
Druthi,Softened,Indian,,,,,
Dulari,Dear,Indian,,,,,
Durga,Parvati,Indian,,,,,
Durva,Durba sacred grass,Indian,,,,,
Dwipavati,River,Indian,,,,,
Diba,Please advise us the meaning of this name.,Indian,,,,,
Dilshan,Please advise us the meaning of this name.,Indian,,,,,
Dyshara,Please advise us the meaning of this name.,Indian,,,,,
Dishita,Please advise us the meaning of this name.,Indian,,,,,
Divyani,Please advise us the meaning of this name.,Indian,,,,,
Deepanshi,Please advise us the meaning of this name!,Indian,,,,,
Dhyani,Please advise us the meaning of this name!,Indian,,,,,
Dipisa,Please advise us the meaning of this name!,Indian,,,,,
Drisika,Please advise us the meaning of this name!,Indian,,,,,
Deji,Please advise us the meaning of this name.,Indian,,,,,
Drishti,Vision,Indian,,,,,
Dhritismita,Please advise us the meaning of this name.,Indian,,,,,
Desita,"Joy, happiness",Indian,,,,,
Deeksha,Deeksha,Indian,,,,,
Droshna,..bvbvb,Indian,,,,,
Dhanno,Laxmi,Indian,,,,,
Dheeraj ughade,Dgerra,Indian,,,,,
,,,,,,,
Ecchumati,A river,Indian,,,,,
Edhitha,"Progressed, increased",Indian,,,,,
Ehimaya,An all pervading intellect,Indian,,,,,
Eka,"Matchless, alone, unique",Indian,,,,,
Ekadhana,A portion of wealth,Indian,,,,,
Ekaja,The only child,Indian,,,,,
Ekantha,Lovely,Indian,,,,,
Ekanthika,Devoted to one aim,Indian,,,,,
Ekaparana,Wife of Himalaya,Indian,,,,,
Ekata,Ektaa unity,Indian,,,,,
Ekavali,Single-string,Indian,,,,,
Ekisha,One goddess,Indian,,,,,
Ekta,Unity,Indian,,,,,
Ela,Cardamom tree,Indian,,,,,
Elampirai,Young crescent,Indian,,,,,
Elavarasi,"Youthful, princess",Indian,,,,,
Elili,Beautiful,Indian,,,,,
Enakshi,Dear-eyed,Indian,,,,,
Esha,Desire,Indian,,,,,
Eshana,Search,Indian,,,,,
Eshanika,Fulfilling desire,Indian,,,,,
Eshanya,East,Indian,,,,,
Eshika,"An arrow, dart",Indian,,,,,
Eshita,One who desires,Indian,,,,,
Ethaha,Etasha shining,Indian,,,,,
,,,,,,,
Faiza,Gain,Indian,,,,,
Fajyaz,Artistic,Indian,,,,,
Falguni,"Phalguni born in Falgun, a Hindu month",Indian,,,,,
Farha,Happiness,Indian,,,,,
Faria,A caravan,Indian,,,,,
Farida,Turquoise,Indian,,,,,
Fatima,Fatma the prophet Mohammad's daughter,Indian,,,,,
Fawiza,Successful,Indian,,,,,
Firoza,Turquoise,Indian,,,,,
Foolan,Phoolan flowering,Indian,,,,,
Foolwati,Phoolwati delicate as a flower,Indian,,,,,
Fulki,Spark,Indian,,,,,
Fullara,Wife of Kalketu,Indian,,,,,
Farjabi,Please advise us the meaning of this name.,Indian,,,,,
Fazaid,Please advise us the meaning of this name!,Indian,,,,,
Foogi,She is a cute person,Indian,,,,,
Father,Shanaya,Indian,,,,,
,,,,,,,
Gagana,The sky,Indian,,,,,
Gaganadipika,The lamp of the sky,Indian,,,,,
Gaganasindhu,Ocean of the sky,Indian,,,,,
Gajagamini,Majestic- like an elephant's walk,Indian,,,,,
Gajalakshmi,Lakshmi as graceful as an elephant,Indian,,,,,
Gajra,A string of flowers,Indian,,,,,
Ganda,Knot,Indian,,,,,
Gandha,Fragrant,Indian,,,,,
Gandhali,Fragrance of flowers,Indian,,,,,
Gandhara,Fragrance,Indian,,,,,
Gandhari,From gandhara,Indian,,,,,
Gandharika,Preparing perfume,Indian,,,,,
Gandhini,Fragrant,Indian,,,,,
Ganga,River Ganga; Gangotri sacred river of India,Indian,,,,,
Gangika,River Ganga,Indian,,,,,
Ganitha,Regarded,Indian,,,,,
Garati,Virtuous woman,Indian,,,,,
Gargi,An ancient scholar,Indian,,,,,
Gathika,Song,Indian,,,,,
Gatita,A river,Indian,,,,,
Gauhar,A pearl,Indian,,,,,
Gaura,A fair woman,Indian,,,,,
Gauri,A fair woman; parvati,Indian,,,,,
Gaurika,A young girl,Indian,,,,,
Gautami,River Godavari,Indian,,,,,
Gayana,Singing,Indian,,,,,
Gayanthika,Singing,Indian,,,,,
Gayatri,"Mother of the Vedas, a goddess",Indian,,,,,
Gazala,A deer,Indian,,,,,
Geena,Silvery,Indian,,,,,
Geeta,Holy book of the Hindus,Indian,,,,,
Geeti,A song,Indian,,,,,
Geetika,A little song,Indian,,,,,
Geshna,Singer,Indian,,,,,
Girija,Born of a mountain; Goddess Parvati,Indian,,,,,
Girika,Summit of a mountain,Indian,,,,,
Gita,Song,Indian,,,,,
Gitali,Lover of song,Indian,,,,,
Gitanjali,An offering of songs,Indian,,,,,
Gitika,A small song,Indian,,,,,
Godavari,River Godavari,Indian,,,,,
Gomati,Name of a river,Indian,,,,,
Gool,A flower,Indian,,,,,
Gopa,Gautama's wife,Indian,,,,,
Gopi,Gopika a cowherd; cowherd woman,Indian,,,,,
Gopika,Cowherd girls,Indian,,,,,
Gorochana,Goddess Parvati,Indian,,,,,
Gourangi,Fair complexioned,Indian,,,,,
Govindi,A devotee of Lord krishna,Indian,,,,,
Grhalakshmi,Lakshmi of the house,Indian,,,,,
Grhitha,Understood and accepted,Indian,,,,,
Gudiya,Doll,Indian,,,,,
Gulab,Rose,Indian,,,,,
Gulika,Ball,Indian,,,,,
Gunasundari,Made beautiful by virtues,Indian,,,,,
Gunitha,Proficient,Indian,,,,,
Gunjana,Buzzing of a bee,Indian,,,,,
Gunjika,Humming,Indian,,,,,
Gunjita,Humming of bee,Indian,,,,,
Gunwanti,Virtuous,Indian,,,,,
Gurjari,A raga,Indian,,,,,
Gyanada,Goddess Saraswati,Indian,,,,,
Gauranshi,Please advise us the meaning of this name.,Indian,,,,,
Gulvish,Please advise us the meaning of this name!,Indian,,,,,
Ghanika,Please advise us the meaning of this name.,Indian,,,,,
Greshika,Please advise us the meaning of this name.,Indian,,,,,
Gunakshi,Please advise us the meaning of this name.,Indian,,,,,
Gulafsha,Please advise us the meaning of this name.,Indian,,,,,
Gina,Gracefulness,Indian,,,,,
Garima,"Warmth; Enthusiasm, affection, or kindness.",Indian,,,,,
GULNAJ,GULNAJ,Indian,,,,,
Goveshwar,Goveshwar,Indian,,,,,
Girl,Girls,Indian,,,,,
Goloo yadav,Shinu yadav,Indian,,,,,
Gulshan Chauhan,Gulshan Chauhan,Indian,,,,,
,,,,,,,
Habiba,Beloved,Indian,,,,,
Hafiza,Protected,Indian,,,,,
Haimavati,"Parvati, Lord Shiva's wife",Indian,,,,,
Hamsa,Swan,Indian,,,,,
Hanima,A wave,Indian,,,,,
Hansa,Swan,Indian,,,,,
Hansanandini,Daughter of a swan,Indian,,,,,
Hansaveni,Another name for Saraswathi,Indian,,,,,
Hansika,Swan,Indian,,,,,
Hansini,Swan,Indian,,,,,
Hariganga,Ganga of Vishnu,Indian,,,,,
Harijatha,Fair haired,Indian,,,,,
Harimanti,Born in the season of hemanta,Indian,,,,,
Harinakshi,Doe-eyed,Indian,,,,,
Harini,Deer,Indian,,,,,
Haripriya,Consort of Lord Vishnu; lakshmi,Indian,,,,,
Harita,Green,Indian,,,,,
Harithi,Green,Indian,,,,,
Harmya,Palace,Indian,,,,,
Harsha,Happiness; Joy; Delight,Indian,,,,,
Harshada,Giver of joy,Indian,,,,,
Harshini,Happy,Indian,,,,,
Harshita,Happy,Indian,,,,,
Harshitha,Full of joy,Indian,,,,,
Hasanthi,One that delights,Indian,,,,,
Hasika,Smiling,Indian,,,,,
Hasina,Beautiful,Indian,,,,,
Hasita,Happy,Indian,,,,,
Hasna,Laughing,Indian,,,,,
Hasumati,Happy,Indian,,,,,
Hatisha,With no desire,Indian,,,,,
Heera,Diamond,Indian,,,,,
Hema,Golden,Indian,,,,,
Hemakshi,Golden eyed,Indian,,,,,
Hemangi,Golden body,Indian,,,,,
Hemangini,Girl with golden body,Indian,,,,,
Hemanti,Early winter,Indian,,,,,
Hemanya,Golden bodied,Indian,,,,,
Hemavati,Golden Parvati,Indian,,,,,
Hemlata,Golden creeper,Indian,,,,,
Hena,A flower,Indian,,,,,
Henna,Mehendi,Indian,,,,,
Hetal,Friendly,Indian,,,,,
Hima,Snow,Indian,,,,,
Himagouri,Parvati,Indian,,,,,
Himani,Parvati,Indian,,,,,
Hina,Fragrance,Indian,,,,,
Hindola,A raga,Indian,,,,,
Hiral,Lustrous,Indian,,,,,
Hiranmayi,Golden,Indian,,,,,
Hiranya,Golden; Wealth,Indian,,,,,
Hiranyadha,Giving gold,Indian,,,,,
Hirkani,Small diamond,Indian,,,,,
Hita,Lovable,Indian,,,,,
Hiya,Heart,Indian,,,,,
Holika,Lighting of ceremonial fire,Indian,,,,,
Hoor,A celestial,Indian,,,,,
Hradha,Lake,Indian,,,,,
Husna,Beautiful,Indian,,,,,
Harshani,Please advise us the meaning of this name.,Indian,,,,,
Heny,Please advise us the meaning of this name.,Indian,,,,,
Hulasi,Please advise us the meaning of this name.,Indian,,,,,
Hoorain,Please advise us the meaning of this name.,Indian,,,,,
Harsukhjeet,Please advise us the meaning of this name.,Indian,,,,,
Hainal,Please advise us the meaning of this name.,Indian,,,,,
Hridisha,Directed towards the Heart; Way to the Heart,Indian,,,,,
Hunar,One with good qualities.,Indian,,,,,
Hiyana,Derived from Gujarati it means heart.,Indian,,,,,
Hanisha,Add name,Indian,,,,,
Himantika,Heyyy please add this name with hindi meaning.,Indian,,,,,
Huma,Huma,Indian,,,,,
Himavari,Himavari,Indian,,,,,
Haridhya,"Haridhya : Vishnu priya, kind hearted",Indian,,,,,
Honest preson,Lovely boy and girl,Indian,,,,,
,,,,,,,
Ibha,Elephant,Indian,,,,,
Idhika,Another name for parvathi,Indian,,,,,
Idhitri,One who praises,Indian,,,,,
Iha,The earth,Indian,,,,,
Ihina,Enthusiasm,Indian,,,,,
Ihitha,Desired,Indian,,,,,
Iksha,Sight,Indian,,,,,
Ikshana,Sight,Indian,,,,,
Ikshitha,Visible,Indian,,,,,
Ikshu,Sugarcane,Indian,,,,,
Ila,"Earth, daughter of Manu",Indian,,,,,
Ilampirai,Young crescent,Indian,,,,,
Ilavalagi,Young and beautiful,Indian,,,,,
Ilavenil,"Spring, youthful",Indian,,,,,
Ilisha,Queen of the earth,Indian,,,,,
Ina,Mother,Indian,,,,,
Inayat,Kindness,Indian,,,,,
Indira,Goddess Lakshmi,Indian,,,,,
Indiya,Knowledgeable,Indian,,,,,
Indrakshi,One with beautiful eyes,Indian,,,,,
Indrani,Wife of Indra,Indian,,,,,
Indrasena,Daughter of King Nala,Indian,,,,,
Indratha,Power and dignity of Indra,Indian,,,,,
Indrayani,The name of a sacred river,Indian,,,,,
Indu,Moon,Indian,,,,,
Induja,Narmada river,Indian,,,,,
Indukala,Digit of the moon,Indian,,,,,
Indulala,Moon light,Indian,,,,,
Induleksh,The moon,Indian,,,,,
Induma,Moon,Indian,,,,,
Indumati,The full moon,Indian,,,,,
Indumukhi,With moonlike face,Indian,,,,,
Inika,Little earth,Indian,,,,,
Iniya,Sweet,Indian,,,,,
Inkurali,Sweet voice,Indian,,,,,
Ipsa,Desire,Indian,,,,,
Ipsita,Desired,Indian,,,,,
Ira,Earth; muse,Indian,,,,,
Iraja,Daughter of the wind,Indian,,,,,
Iravati,The river Ravi,Indian,,,,,
Isai,Music,Indian,,,,,
Isha,One who protects,Indian,,,,,
